Timestamp,PID,RSS,CPU,MEM%,Elapsed_Time
2024-10-14 12:16:22,75882,187280,2.7,0.5,17:24
2024-10-14 12:16:32,75882,187408,2.7,0.5,17:34
2024-10-14 12:16:42,75882,187536,2.7,0.5,17:44
2024-10-14 12:16:52,75882,187664,2.7,0.5,17:54
2024-10-14 12:17:02,75882,188048,2.7,0.5,18:04
2024-10-14 12:17:12,75882,187280,2.7,0.5,18:14
2024-10-14 12:17:22,75882,187408,2.7,0.5,18:24
2024-10-14 12:17:32,75882,187408,2.7,0.5,18:34
2024-10-14 12:17:42,75882,187536,2.6,0.5,18:44
2024-10-14 12:17:52,75882,187536,2.6,0.5,18:54
2024-10-14 12:18:02,75882,187792,2.6,0.5,19:04
2024-10-14 12:18:12,75882,187408,2.6,0.5,19:14
2024-10-14 12:18:22,75882,187408,2.6,0.5,19:24
2024-10-14 12:18:32,75882,187792,2.6,0.5,19:34
2024-10-14 12:18:42,75882,188048,2.6,0.5,19:44
2024-10-14 12:18:52,75882,188048,2.6,0.5,19:54
2024-10-14 12:19:02,75882,188048,2.6,0.5,20:04
2024-10-14 12:19:12,75882,188176,2.6,0.5,20:14
2024-10-14 12:19:22,75882,188176,2.6,0.5,20:24
2024-10-14 12:19:32,75882,188048,2.6,0.5,20:35
2024-10-14 12:19:42,75882,187920,2.6,0.5,20:45
2024-10-14 12:19:52,75882,188176,2.6,0.5,20:55
2024-10-14 12:20:02,75882,188048,2.6,0.5,21:05
2024-10-14 12:20:12,75882,188048,2.6,0.5,21:15
2024-10-14 12:20:22,75882,187920,2.6,0.5,21:25
2024-10-14 12:20:32,75882,188048,2.6,0.5,21:35
2024-10-14 12:20:42,75882,188176,2.6,0.5,21:45
2024-10-14 12:20:52,75882,188304,2.6,0.5,21:55
2024-10-14 12:21:02,75882,188432,2.6,0.5,22:05
2024-10-14 12:21:12,75882,187684,2.6,0.5,22:15
2024-10-14 12:21:22,75882,187812,2.6,0.5,22:25
2024-10-14 12:21:32,75882,187940,2.6,0.5,22:35
2024-10-14 12:21:42,75882,188068,2.6,0.5,22:45
2024-10-14 12:21:53,75882,188068,2.6,0.5,22:55
2024-10-14 12:22:03,75882,188324,2.6,0.5,23:05
2024-10-14 12:22:13,75882,187556,2.6,0.5,23:15
2024-10-14 12:22:23,75882,187684,2.6,0.5,23:25
2024-10-14 12:22:33,75882,187940,2.6,0.5,23:35
2024-10-14 12:22:43,75882,187940,2.6,0.5,23:45
2024-10-14 12:22:53,75882,187728,2.6,0.5,23:55
2024-10-14 12:23:03,75882,187856,2.6,0.5,24:05
2024-10-14 12:23:13,75882,187856,2.6,0.5,24:15
2024-10-14 12:23:23,75882,187728,2.6,0.5,24:25
2024-10-14 12:23:43,75882,187728,2.6,0.5,24:45
2024-10-14 12:23:53,75882,187728,2.6,0.5,24:55
2024-10-14 12:24:03,75882,187728,2.6,0.5,25:05
2024-10-14 12:24:13,75882,187728,2.6,0.5,25:15
2024-10-14 12:24:23,75882,187728,2.6,0.5,25:25
2024-10-14 12:24:33,75882,187856,2.6,0.5,25:35
2024-10-14 12:24:43,75882,187984,2.6,0.5,25:45
2024-10-14 12:24:53,75882,187728,2.6,0.5,25:55
2024-10-14 12:25:03,75882,187856,2.6,0.5,26:05
2024-10-14 12:25:13,75882,187984,2.6,0.5,26:15
2024-10-14 12:25:23,75882,187984,2.6,0.5,26:25
2024-10-14 12:25:33,75882,188112,2.6,0.5,26:35
2024-10-14 12:25:43,75882,188240,2.6,0.5,26:45
2024-10-14 12:25:53,75882,188368,2.6,0.5,26:55
2024-10-14 12:26:03,75882,188368,2.6,0.5,27:05
2024-10-14 12:26:13,75882,187728,2.6,0.5,27:15
2024-10-14 12:26:23,75882,187856,2.6,0.5,27:25
2024-10-14 12:26:33,75882,187984,2.6,0.5,27:36
2024-10-14 12:26:43,75882,188112,2.6,0.5,27:46
2024-10-14 12:26:53,75882,187728,2.6,0.5,27:56
2024-10-14 12:27:03,75882,187856,2.6,0.5,28:06
2024-10-14 12:27:13,75882,187856,2.6,0.5,28:16
2024-10-14 12:27:23,75882,187984,2.6,0.5,28:26
2024-10-14 12:27:33,75882,187984,2.6,0.5,28:36
2024-10-14 12:27:43,75882,188240,2.6,0.5,28:46
2024-10-14 12:27:53,75882,188240,2.6,0.5,28:56
2024-10-14 12:28:03,75882,188496,2.6,0.5,29:06
2024-10-14 12:28:13,75882,187728,2.6,0.5,29:16
2024-10-14 12:28:23,75882,187728,2.6,0.5,29:26
2024-10-14 12:28:33,75882,187856,2.6,0.5,29:36
2024-10-14 12:28:43,75882,187856,2.6,0.5,29:46
2024-10-14 12:28:54,75882,187984,2.6,0.5,29:56
2024-10-14 12:29:04,75882,188112,2.6,0.5,30:06
2024-10-14 12:29:14,75882,187472,2.6,0.5,30:16
2024-10-14 12:29:24,75882,187472,2.6,0.5,30:26
2024-10-14 12:29:34,75882,187856,2.6,0.5,30:36
2024-10-14 12:29:44,75882,187728,2.6,0.5,30:46
2024-10-14 12:29:54,75882,187728,2.6,0.5,30:56
2024-10-14 12:30:04,75882,187984,2.6,0.5,31:06
2024-10-14 12:30:14,75882,189380,2.6,0.5,31:16
2024-10-14 12:30:24,75882,188872,2.6,0.5,31:26
2024-10-14 12:30:34,75882,189108,2.6,0.5,31:36
2024-10-14 12:30:54,75882,189308,2.7,0.5,31:56
2024-10-14 12:31:04,75882,189024,2.7,0.5,32:06
2024-10-14 12:31:14,75882,188872,2.7,0.5,32:16
2024-10-14 12:31:24,75882,188872,2.7,0.5,32:26
2024-10-14 12:31:34,75882,188872,2.7,0.5,32:36
2024-10-14 12:31:44,75882,189256,2.7,0.5,32:46
2024-10-14 12:31:54,75882,188876,2.7,0.5,32:56
2024-10-14 12:32:04,75882,188872,2.7,0.5,33:06
2024-10-14 12:32:14,75882,189000,2.7,0.5,33:16
2024-10-14 12:32:24,75882,189000,2.7,0.5,33:26
2024-10-14 12:32:34,75882,188872,2.7,0.5,33:36
2024-10-14 12:32:44,75882,188872,2.7,0.5,33:46
2024-10-14 12:32:54,75882,188836,2.7,0.5,33:56
2024-10-14 12:33:04,75882,188964,2.7,0.5,34:06
2024-10-14 12:33:14,75882,188816,2.7,0.5,34:16
2024-10-14 12:33:24,75882,188944,2.7,0.5,34:26
2024-10-14 12:33:34,75882,188944,2.7,0.5,34:36
2024-10-14 12:33:44,75882,188944,2.7,0.5,34:47
2024-10-14 12:33:54,75882,189072,2.7,0.5,34:57
2024-10-14 12:34:04,75882,189200,2.7,0.5,35:07
2024-10-14 12:34:14,75882,188944,2.7,0.5,35:17
2024-10-14 12:34:24,75882,189356,2.7,0.5,35:27
2024-10-14 12:34:34,75882,189356,2.7,0.5,35:37
2024-10-14 12:34:44,75882,189356,2.7,0.5,35:47
2024-10-14 12:34:54,75882,189356,2.7,0.5,35:57
2024-10-14 12:35:04,75882,189224,2.8,0.5,36:07
2024-10-14 12:35:14,75882,189304,2.7,0.5,36:17
2024-10-14 12:35:24,75882,189432,2.8,0.5,36:27
2024-10-14 12:35:34,75882,189688,2.8,0.5,36:37
2024-10-14 12:35:44,75882,189812,2.8,0.5,36:47
2024-10-14 12:35:54,75882,190068,2.8,0.5,36:57
2024-10-14 12:36:04,75882,189812,2.8,0.5,37:07
2024-10-14 12:36:15,75882,189304,2.8,0.5,37:17
2024-10-14 12:36:25,75882,189560,2.8,0.5,37:27
2024-10-14 12:36:35,75882,189560,2.8,0.5,37:37
2024-10-14 12:36:45,75882,189688,2.8,0.5,37:47
2024-10-14 12:36:55,75882,189816,2.8,0.5,37:57
2024-10-14 12:37:05,75882,189688,2.8,0.5,38:07
2024-10-14 12:37:15,75882,189392,2.8,0.5,38:17
2024-10-14 12:37:25,75882,189264,2.8,0.5,38:27
2024-10-14 12:37:35,75882,189520,2.8,0.5,38:37
2024-10-14 12:37:45,75882,189264,2.8,0.5,38:47
2024-10-14 12:37:55,75882,189392,2.8,0.5,38:57
2024-10-14 12:38:05,75882,189392,2.8,0.5,39:07
2024-10-14 12:38:15,75882,189392,2.8,0.5,39:17
2024-10-14 12:38:25,75882,189392,2.8,0.5,39:27
2024-10-14 12:38:35,75882,189392,2.8,0.5,39:37
2024-10-14 12:38:45,75882,189392,2.8,0.5,39:47
2024-10-14 12:38:55,75882,189520,2.8,0.5,39:57
2024-10-14 12:39:05,75882,189136,2.8,0.5,40:07
2024-10-14 12:39:15,75882,189392,2.8,0.5,40:17
2024-10-14 12:39:25,75882,189264,2.8,0.5,40:27
2024-10-14 12:39:35,75882,210512,2.8,0.6,40:37
2024-10-14 12:39:45,75882,188952,2.8,0.5,40:47
2024-10-14 12:39:55,75882,188952,2.8,0.5,40:57
2024-10-14 12:40:05,75882,189080,2.8,0.5,41:07
2024-10-14 12:40:15,75882,188952,2.8,0.5,41:17
2024-10-14 12:40:25,75882,189208,2.8,0.5,41:27
2024-10-14 12:40:35,75882,189336,2.8,0.5,41:37
2024-10-14 12:40:45,75882,189208,2.8,0.5,41:48
2024-10-14 12:40:55,75882,189080,2.8,0.5,41:58
2024-10-14 12:41:05,75882,189336,2.8,0.5,42:08
2024-10-14 12:41:15,75882,189080,2.8,0.5,42:18
2024-10-14 12:41:25,75882,189080,2.8,0.5,42:28
2024-10-14 12:41:35,75882,189080,2.8,0.5,42:38
2024-10-14 12:41:45,75882,189336,2.8,0.5,42:48
2024-10-14 12:41:55,75882,189336,2.8,0.5,42:58
2024-10-14 12:42:05,75882,189208,2.8,0.5,43:08
2024-10-14 12:42:15,75882,210456,2.8,0.6,43:18
2024-10-14 12:42:25,75882,189120,2.8,0.5,43:28
2024-10-14 12:42:35,75882,188984,2.8,0.5,43:38
2024-10-14 12:42:45,75882,188728,2.8,0.5,43:48
2024-10-14 12:42:55,75882,188728,2.8,0.5,43:58
2024-10-14 12:43:06,75882,188984,2.8,0.5,44:08
2024-10-14 12:43:16,75882,189240,2.8,0.5,44:18
2024-10-14 12:43:26,75882,189612,2.8,0.5,44:28
2024-10-14 12:43:36,75882,189484,2.8,0.5,44:38
2024-10-14 12:43:46,75882,189604,2.8,0.5,44:48
2024-10-14 12:43:56,75882,189732,2.8,0.5,44:58
2024-10-14 12:44:06,75882,190116,2.8,0.5,45:08
2024-10-14 12:44:16,75882,253972,2.8,0.7,45:18
2024-10-14 12:44:26,75882,189412,2.9,0.5,45:28
2024-10-14 12:44:36,75882,189796,2.9,0.5,45:38
2024-10-14 12:44:46,75882,189804,2.9,0.5,45:48
2024-10-14 12:44:56,75882,189756,2.9,0.5,45:58
2024-10-14 12:45:06,75882,189900,2.9,0.5,46:08
2024-10-14 12:45:16,75882,190020,2.9,0.5,46:18
2024-10-14 12:45:26,75882,190020,2.9,0.5,46:28
2024-10-14 12:45:36,75882,189892,2.9,0.5,46:38
2024-10-14 12:45:46,75882,189896,2.9,0.5,46:48
2024-10-14 12:45:56,75882,189896,2.9,0.5,46:58
2024-10-14 12:46:06,75882,190024,2.9,0.5,47:08
2024-10-14 12:46:16,75882,190024,2.9,0.5,47:18
2024-10-14 12:46:26,75882,189896,2.9,0.5,47:28
2024-10-14 12:46:36,75882,190024,2.9,0.5,47:38
2024-10-14 12:46:46,75882,190024,2.9,0.5,47:48
2024-10-14 12:46:56,75882,189884,2.9,0.5,47:58
2024-10-14 12:47:06,75882,189884,2.9,0.5,48:08
2024-10-14 12:47:16,75882,189756,2.9,0.5,48:18
2024-10-14 12:47:26,75882,189884,2.9,0.5,48:28
2024-10-14 12:47:36,75882,190012,2.9,0.5,48:39
2024-10-14 12:47:46,75882,190140,2.9,0.5,48:49
2024-10-14 12:47:56,104554,158048,18.4,0.4,00:05
2024-10-14 12:48:06,104554,180632,9.2,0.5,00:15
2024-10-14 12:48:16,104554,197520,8.6,0.6,00:25
2024-10-14 12:48:26,104554,179488,7.2,0.5,00:35
2024-10-14 12:48:36,104554,177568,6.2,0.5,00:45
2024-10-14 12:48:46,104554,176688,5.6,0.5,00:55
2024-10-14 12:48:56,104554,176048,5.2,0.5,01:05
2024-10-14 12:49:06,104554,176176,4.8,0.5,01:15
2024-10-14 12:49:16,104554,176176,4.7,0.5,01:25
2024-10-14 12:49:26,104554,176176,4.5,0.5,01:35
2024-10-14 12:49:36,104554,176432,4.4,0.5,01:45
2024-10-14 12:49:46,104554,176064,4.3,0.5,01:55
2024-10-14 12:49:57,104554,176320,4.3,0.5,02:05
2024-10-14 12:50:07,104554,176448,4.2,0.5,02:15
2024-10-14 12:50:17,104554,176448,4.1,0.5,02:25
2024-10-14 12:50:27,104554,176448,4.0,0.5,02:35
2024-10-14 12:50:37,104554,176448,4.0,0.5,02:45
2024-10-14 12:50:47,104554,176448,3.9,0.5,02:55
2024-10-14 12:50:57,104554,176448,3.8,0.5,03:05
2024-10-14 12:51:07,104554,176448,3.7,0.5,03:15
2024-10-14 12:51:17,104554,175424,3.7,0.5,03:25
2024-10-14 12:51:27,104554,175424,3.7,0.5,03:35
2024-10-14 12:51:37,104554,175168,3.6,0.5,03:45
2024-10-14 12:51:47,104554,177088,3.7,0.5,03:56
2024-10-14 12:51:57,104554,175256,3.6,0.5,04:06
2024-10-14 12:52:07,104554,175384,3.6,0.5,04:16
2024-10-14 12:52:17,104554,175384,3.6,0.5,04:26
2024-10-14 12:52:27,104554,175512,3.5,0.5,04:36
2024-10-14 12:52:37,104554,176792,3.4,0.5,04:46
2024-10-14 12:52:47,104554,179864,3.4,0.5,04:56
2024-10-14 12:52:57,104554,186648,3.3,0.5,05:06
2024-10-14 12:53:07,104554,187928,3.3,0.5,05:16
2024-10-14 12:53:17,104554,188056,3.3,0.5,05:26
2024-10-14 12:53:27,104554,188184,3.2,0.5,05:36
2024-10-14 12:53:37,104554,188312,3.2,0.5,05:46
2024-10-14 12:53:47,104554,188568,3.2,0.5,05:56
2024-10-14 12:53:57,104554,193304,3.2,0.6,06:06
2024-10-14 12:54:07,104554,194200,3.2,0.6,06:16
2024-10-14 12:54:17,104554,194328,3.1,0.6,06:26
2024-10-14 12:54:27,104554,194584,3.1,0.6,06:36
2024-10-14 12:54:37,104554,194584,3.1,0.6,06:46
2024-10-14 12:54:47,104554,194712,3.1,0.6,06:56
2024-10-14 12:54:57,104554,194968,3.0,0.6,07:06
2024-10-14 12:55:07,104554,194328,3.0,0.6,07:16
2024-10-14 12:55:17,104554,194328,3.0,0.6,07:26
2024-10-14 12:55:27,104554,194456,3.0,0.6,07:36
2024-10-14 12:55:37,104554,194712,3.0,0.6,07:46
2024-10-14 12:55:47,104554,194840,3.0,0.6,07:56
2024-10-14 12:55:57,104554,194840,2.9,0.6,08:06
2024-10-14 12:56:07,104554,194200,2.9,0.6,08:16
2024-10-14 12:56:17,104554,194200,2.9,0.6,08:26
2024-10-14 12:56:27,104554,194456,2.9,0.6,08:36
2024-10-14 12:56:37,104554,194456,2.9,0.6,08:46
2024-10-14 12:56:47,104554,194712,2.9,0.6,08:56
2024-10-14 12:56:57,104554,194840,2.9,0.6,09:06
2024-10-14 12:57:08,104554,194328,2.8,0.6,09:16
2024-10-14 12:57:18,104554,194456,2.8,0.6,09:26
2024-10-14 12:57:28,104554,194584,2.8,0.6,09:36
2024-10-14 12:57:38,104554,194584,2.8,0.6,09:46
2024-10-14 12:57:48,104554,194712,2.8,0.6,09:56
2024-10-14 12:57:58,104554,194840,2.8,0.6,10:06
2024-10-14 12:58:08,104554,194200,2.8,0.6,10:16
2024-10-14 12:58:18,104554,194200,2.7,0.6,10:26
2024-10-14 12:58:28,104554,194200,2.7,0.6,10:36
2024-10-14 12:58:38,104554,194456,2.7,0.6,10:46
2024-10-14 12:58:48,104554,194584,2.7,0.6,10:57
2024-10-14 12:58:58,104554,194712,2.7,0.6,11:07
2024-10-14 12:59:08,104554,194328,2.7,0.6,11:17
2024-10-14 12:59:18,104554,194456,2.7,0.6,11:27
2024-10-14 12:59:28,104554,194456,2.7,0.6,11:37
2024-10-14 12:59:38,104554,194456,2.6,0.6,11:47
2024-10-14 12:59:48,104554,194584,2.6,0.6,11:57
2024-10-14 12:59:58,104554,194840,2.6,0.6,12:07
2024-10-14 13:00:08,104554,194200,2.6,0.6,12:17
2024-10-14 13:00:18,104554,194456,2.6,0.6,12:27
2024-10-14 13:00:28,104554,194456,2.6,0.6,12:37
2024-10-14 13:00:38,104554,194584,2.6,0.6,12:47
2024-10-14 13:00:48,104554,194712,2.6,0.6,12:57
2024-10-14 13:00:58,104554,194840,2.6,0.6,13:07
2024-10-14 13:01:08,104554,194328,2.6,0.6,13:17
2024-10-14 13:01:18,104554,194456,2.6,0.6,13:27
2024-10-14 13:01:28,104554,194456,2.6,0.6,13:37
2024-10-14 13:01:38,104554,194456,2.6,0.6,13:47
2024-10-14 13:01:48,104554,194584,2.5,0.6,13:57
2024-10-14 13:01:58,104554,194584,2.5,0.6,14:07
2024-10-14 13:02:08,104554,193944,2.5,0.6,14:17
2024-10-14 13:02:18,104554,194200,2.5,0.6,14:27
2024-10-14 13:02:28,104554,194200,2.5,0.6,14:37
2024-10-14 13:02:38,104554,194200,2.5,0.6,14:47
2024-10-14 13:02:48,104554,194456,2.5,0.6,14:57
2024-10-14 13:02:58,104554,194712,2.5,0.6,15:07
2024-10-14 13:03:08,104554,194328,2.5,0.6,15:17
2024-10-14 13:03:18,104554,194328,2.5,0.6,15:27
2024-10-14 13:03:28,104554,194328,2.5,0.6,15:37
2024-10-14 13:03:38,104554,194328,2.4,0.6,15:47
2024-10-14 13:03:48,104554,194456,2.4,0.6,15:57
2024-10-14 13:03:58,104554,194456,2.4,0.6,16:07
2024-10-14 13:04:08,104554,194328,2.4,0.6,16:17
2024-10-14 13:04:19,104554,194456,2.4,0.6,16:27
2024-10-14 13:04:29,104554,194456,2.4,0.6,16:37
2024-10-14 13:04:39,104554,194584,2.4,0.6,16:47
2024-10-14 13:04:49,104554,194712,2.4,0.6,16:57
2024-10-14 13:04:59,104554,194840,2.4,0.6,17:07
2024-10-14 13:05:09,104554,194200,2.4,0.6,17:17
2024-10-14 13:05:19,104554,194200,2.4,0.6,17:27
2024-10-14 13:05:29,104554,194328,2.4,0.6,17:37
2024-10-14 13:05:39,104554,194584,2.4,0.6,17:47
2024-10-14 13:05:49,104554,194712,2.4,0.6,17:57
2024-10-14 13:05:59,104554,194840,2.4,0.6,18:08
2024-10-14 13:06:09,104554,194200,2.4,0.6,18:18
2024-10-14 13:06:19,104554,194456,2.4,0.6,18:28
2024-10-14 13:06:29,104554,194712,2.4,0.6,18:38
2024-10-14 13:06:39,104554,194712,2.4,0.6,18:48
2024-10-14 13:06:49,104554,194968,2.4,0.6,18:58
2024-10-14 13:06:59,104554,194968,2.4,0.6,19:08
2024-10-14 13:07:09,104554,194200,2.4,0.6,19:18
2024-10-14 13:07:19,104554,194328,2.4,0.6,19:28
2024-10-14 13:07:29,104554,194328,2.4,0.6,19:38
2024-10-14 13:07:39,104554,194328,2.4,0.6,19:48
2024-10-14 13:07:49,104554,194328,2.3,0.6,19:58
2024-10-14 13:07:59,104554,194584,2.3,0.6,20:08
2024-10-14 13:08:09,104554,194328,2.4,0.6,20:18
2024-10-14 13:08:19,104554,194328,2.3,0.6,20:28
2024-10-14 13:08:29,104554,194584,2.3,0.6,20:38
2024-10-14 13:08:39,104554,194712,2.3,0.6,20:48
2024-10-14 13:08:49,104554,194840,2.3,0.6,20:58
2024-10-14 13:08:59,104554,194328,2.3,0.6,21:08
2024-10-14 13:09:09,104554,194456,2.4,0.6,21:18
2024-10-14 13:09:19,104554,194584,2.3,0.6,21:28
2024-10-14 13:09:29,104554,194584,2.3,0.6,21:38
2024-10-14 13:09:39,104554,194840,2.4,0.6,21:48
2024-10-14 13:09:49,104554,194840,2.4,0.6,21:58
2024-10-14 13:09:59,104554,196376,2.4,0.6,22:08
2024-10-14 13:10:09,104554,195736,2.4,0.6,22:18
2024-10-14 13:10:19,104554,195992,2.4,0.6,22:28
2024-10-14 13:10:29,104554,195992,2.3,0.6,22:38
2024-10-14 13:10:39,104554,196120,2.3,0.6,22:48
2024-10-14 13:10:49,104554,196376,2.3,0.6,22:58
2024-10-14 13:10:59,104554,196504,2.3,0.6,23:08
2024-10-14 13:11:09,104554,195864,2.3,0.6,23:18
2024-10-14 13:11:20,104554,195864,2.3,0.6,23:28
2024-10-14 13:11:30,104554,196120,2.3,0.6,23:38
2024-10-14 13:11:40,104554,196120,2.3,0.6,23:48
2024-10-14 13:11:50,104554,196248,2.3,0.6,23:58
2024-10-14 13:12:00,104554,196504,2.3,0.6,24:08
2024-10-14 13:12:10,104554,195992,2.3,0.6,24:18
2024-10-14 13:12:20,104554,196120,2.3,0.6,24:28
2024-10-14 13:12:30,104554,196248,2.3,0.6,24:38
2024-10-14 13:12:40,104554,196376,2.3,0.6,24:48
2024-10-14 13:12:50,104554,196632,2.3,0.6,24:58
2024-10-14 13:13:00,104554,196760,2.3,0.6,25:08
2024-10-14 13:13:10,104554,195992,2.3,0.6,25:19
2024-10-14 13:13:20,104554,196248,2.3,0.6,25:29
2024-10-14 13:13:30,104554,196248,2.3,0.6,25:39
2024-10-14 13:13:40,104554,196376,2.3,0.6,25:49
2024-10-14 13:13:50,104554,196504,2.3,0.6,25:59
2024-10-14 13:14:00,104554,196632,2.3,0.6,26:09
2024-10-14 13:14:10,104554,195992,2.3,0.6,26:19
2024-10-14 13:14:20,104554,195992,2.3,0.6,26:29
